position,playerid,playername,team,competition,appearances,AVG,MOTMs,goals,assists,yellow_cards,two_yellow,red_cards,saves,goals_conceded,cleansheets
CM,229723,Mathias Jensen,Brentford,Carabao Cup,1,5.20,0,0,0,0,0,0,0,3,0
LM,74963,Ousseynou Niang,Royale Union Saint-Gilloise,1A Pro League,9,6.31,0,0,0,0,0,0,0,9,2
LM,74963,Ousseynou Niang,Royale Union Saint-Gilloise,UEFA Champions League,1,6.60,0,1,0,0,0,0,0,2,0
GK,219795,Joel Coleman,Millwall,Carabao Cup,1,5.30,0,0,0,0,0,0,0,3,0
RM,244369,Viktor Tsygankov,Girona FC,LALIGA EA SPORTS,6,6.22,0,0,0,0,0,0,0,6,0
ST,219797,Roger Martínez,Al Taawoun,Saudi Pro League,6,7.63,2,5,0,0,0,0,0,6,1
CM,262411,Miguel Crespo,RAMS Başakşehir,Trendyol Süper Lig,4,6.12,0,0,0,1,0,0,0,1,0
CDM,277206,Ibrahima Sory Bangoura,KRC Genk,1A Pro League,8,6.25,0,0,0,0,0,0,0,5,0
CDM,277206,Ibrahima Sory Bangoura,KRC Genk,UEFA Europa League,1,5.00,0,0,0,0,0,0,0,3,0
CB,242919,Tayyip Talha Sanuç,Gaziantep FK,Trendyol Süper Lig,5,6.02,0,0,0,0,0,0,0,5,0
CAM,72169,Xabi Huarte,CD Tondela,Liga Portugal,6,6.33,0,0,1,2,0,0,0,5,0
LM,234741,Gustavo Hamer,Sheffield United,EFL Championship,7,6.44,0,1,0,0,0,0,0,5,2
LM,234741,Gustavo Hamer,Sheffield United,Carabao Cup,2,6.20,0,0,0,0,0,0,0,2,0
CDM,263424,Malcolm Viltard,FCV Dender EH,1A Pro League,3,6.47,0,1,1,1,0,0,0,5,0
CM,227995,Liam Walsh,Luton Town,Carabao Cup,3,7.23,1,2,0,0,0,0,0,2,0
CM,227995,Liam Walsh,Luton Town,Vertu Trophy,1,8.50,1,1,0,0,0,0,0,1,0
CDM,229176,Görkem Sağlam,Kayserispor Futbol A.Ş,Trendyol Süper Lig,6,5.82,0,0,1,0,0,0,0,10,0
CDM,229800,Riyadh Sharahili,Damac,Saudi Pro League,6,6.88,0,0,1,0,0,0,0,1,4
LB,244380,Vitaliy Mykolenko,Sevilla FC,European International Cup,3,5.90,0,0,0,0,0,0,0,4,0
LB,244380,Vitaliy Mykolenko,Sevilla FC,LALIGA EA SPORTS,6,6.12,0,0,0,0,0,0,0,5,0
LB,252572,Çağtay Kurukalıp,Fatih Karagümrük SK,Trendyol Süper Lig,7,6.00,0,0,0,0,0,0,0,7,0
LB,252573,Aleksa Terzić,FC Red Bull Salzburg,UEFA Europa League,1,4.70,0,0,0,0,0,0,0,3,0
RB,203428,Elliott Hewitt,Mansfield Town,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CDM,270812,Jandro Orellana,Estoril Praia,Liga Portugal,7,6.39,0,1,1,0,0,0,0,6,0
LB,72374,Yanis Zouaoui,Havre AC,Ligue 1 McDonald's,5,6.20,0,0,0,0,0,0,0,3,1
GK,206075,Sam Johnstone,Wolverhampton Wanderers,Premier League,6,6.28,0,0,0,0,0,0,0,8,0
GK,206075,Sam Johnstone,Wolverhampton Wanderers,Carabao Cup,1,5.10,0,0,0,0,0,0,0,3,0
LW,212613,Wesley Saïd,RC Lens,Ligue 1 McDonald's,3,7.67,2,1,1,0,0,0,0,2,1
ST,245539,Ben Waine,Port Vale,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
CM,258775,Luka Sučić,Real Sociedad,LALIGA EA SPORTS,6,6.33,0,1,0,0,0,0,0,3,0
CB,80570,Tylel Tati,FC Nantes,Ligue 1 McDonald's,2,5.70,0,0,0,0,0,0,0,2,0
LM,244391,Fashion Sakala,Al Fayha,Saudi Pro League,6,6.27,0,1,0,0,0,0,0,8,1
CM,228010,Hwang In Beom,Feyenoord,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
CM,244393,Gonzalo Villar,Elche CF,LALIGA EA SPORTS,5,5.74,0,0,0,0,0,0,0,9,0
RM,206558,Jordan Roberts,Stevenage,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
GK,211604,Liam Roberts,Mansfield Town,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
GK,211604,Liam Roberts,Mansfield Town,Vertu Trophy,1,7.50,0,0,0,0,0,0,0,1,0
CAM,252587,Ronan Darcy,Crawley Town,Carabao Cup,2,5.85,0,0,0,0,0,0,0,3,0
CAM,252587,Ronan Darcy,Crawley Town,Vertu Trophy,1,7.20,0,0,1,0,0,0,0,0,0
LW,260779,Simon Adingra,AS Monaco,Ligue 1 McDonald's,4,6.22,0,0,0,0,0,0,0,2,0
LW,260779,Simon Adingra,AS Monaco,UEFA Champions League,1,5.60,0,0,0,0,0,0,0,2,0
RM,255312,Scott Banks,Barnsley,Carabao Cup,1,5.20,0,0,0,0,0,0,0,1,0
RM,255312,Scott Banks,Barnsley,Vertu Trophy,1,7.70,0,0,0,1,0,0,0,0,1
CB,230774,Jake Clarke-Salter,Queens Park Rangers,EFL Championship,6,6.35,0,0,0,0,0,0,0,3,1
CB,230774,Jake Clarke-Salter,Queens Park Rangers,Carabao Cup,1,6.60,0,0,0,0,0,0,0,0,0
LB,236209,Denver Hume,Fleetwood Town,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
LB,236209,Denver Hume,Fleetwood Town,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,0,0
GK,72390,Wyll Stanway,Barrow,Carabao Cup,1,5.60,0,0,0,0,0,0,0,1,0
GK,74726,Balázs Tóth,Blackburn Rovers,EFL Championship,5,5.56,0,0,0,0,0,0,0,12,0
RW,241236,Antoine Semenyo,Manchester City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
RW,241236,Antoine Semenyo,Manchester City,UEFA Champions League,1,7.30,0,0,0,0,0,0,0,1,0
RW,241236,Antoine Semenyo,Manchester City,Premier League,6,6.75,0,2,1,1,0,0,0,9,1
RB,227222,Frédéric Guilbert,FC Nantes,Ligue 1 McDonald's,5,5.90,0,0,0,0,0,0,0,4,0
CB,252596,Adam Senior,Barnet,Carabao Cup,2,5.55,0,0,0,0,0,0,0,3,0
CB,251288,Jakov Medić,Norwich City,EFL Championship,7,6.46,0,0,0,0,0,0,0,5,3
CB,251288,Jakov Medić,Norwich City,Carabao Cup,2,5.50,0,0,0,0,0,0,0,2,0
CDM,244407,Pol Lozano,RCD Espanyol de Barcelona,LALIGA EA SPORTS,6,5.32,0,0,0,0,0,0,0,12,0
CB,236217,Phil Neumann,Birmingham City,EFL Championship,7,6.10,0,0,0,0,0,0,0,8,2
CB,236217,Phil Neumann,Birmingham City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
RM,253714,Samuel Ballet,Antalyaspor,Trendyol Süper Lig,6,6.10,0,0,0,0,0,0,0,3,0
RM,220019,Marcus Harness,Huddersfield Town,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CB,234940,Aden Baldwin,Bradford City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CB,234940,Aden Baldwin,Bradford City,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,0,0
LM,243154,Adrian Benedyczak,Kasımpaşa SK,Trendyol Süper Lig,7,7.04,2,3,1,0,0,0,0,7,0
CDM,80593,Georgios Liavas,Rio Ave FC,Liga Portugal,6,5.65,0,0,0,0,0,0,0,9,1
ST,277178,Oumar Diakité,Cercle Brugge KSV,1A Pro League,9,7.23,2,3,3,0,0,0,0,10,2
CAM,277179,Fermín,FC Barcelona,LALIGA EA SPORTS,5,6.74,0,2,1,0,0,0,0,4,0
CAM,277179,Fermín,FC Barcelona,UEFA Champions League,1,7.60,1,1,0,0,0,0,0,1,0
CB,80596,Yuto Tsunashima,Royal Antwerp FC,1A Pro League,6,5.93,0,0,0,0,0,0,0,7,0
CB,270086,António Silva,SL Benfica,Liga Portugal,7,6.14,0,0,0,0,0,0,0,4,0
CB,270086,António Silva,SL Benfica,UEFA Champions League,1,5.70,0,0,0,1,0,0,0,1,0
CB,80598,Julián Martinez,FC Alverca,Liga Portugal,2,5.60,0,0,0,0,0,0,0,3,0
CM,241419,Max Bird,Bristol City,EFL Championship,7,6.80,1,3,0,3,0,0,0,5,2
CM,241419,Max Bird,Bristol City,Carabao Cup,3,6.33,0,0,1,0,0,0,0,3,0
CB,80600,Allan Godoi,Göztepe SK,Trendyol Süper Lig,6,6.10,0,0,0,0,0,0,0,3,0
CDM,80601,Rhaldney,FC Alverca,Liga Portugal,7,5.94,0,0,0,1,0,0,0,7,0
CM,236492,Pedro Díaz,Rayo Vallecano,European International Cup,1,6.00,0,0,0,0,0,0,0,1,0
CM,236492,Pedro Díaz,Rayo Vallecano,LALIGA EA SPORTS,3,6.00,0,0,0,0,0,0,0,2,0
CB,230882,Jack Simpson,Leyton Orient,Carabao Cup,3,5.63,0,0,0,0,0,0,0,4,0
RM,271296,Matěj Jurásek,Norwich City,EFL Championship,7,5.96,0,0,0,2,0,0,0,9,2
RM,271296,Matěj Jurásek,Norwich City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CB,219852,Alex Ferrari,Sampdoria,Coppa Italia,1,5.70,0,0,0,0,0,0,0,3,0
ST,263115,Jovon Makama,Norwich City,EFL Championship,3,6.23,0,0,0,0,0,0,0,1,0
ST,263115,Jovon Makama,Norwich City,Carabao Cup,2,6.95,0,1,0,0,0,0,0,1,0
GK,219854,Grant Smith,Bromley Football Club,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,2,0
CDM,244709,Marko Jevtović,Konyaspor,Trendyol Süper Lig,3,6.33,0,0,0,0,0,0,0,0,0
LB,277193,Pedro Henrique,Real Betis Balompié,LALIGA EA SPORTS,3,6.13,0,0,0,1,0,0,0,0,0
LB,277193,Pedro Henrique,Real Betis Balompié,UEFA Europa League,1,5.50,0,0,0,0,0,0,0,2,0
CB,269003,Abakar Sylla,FC Nantes,Ligue 1 McDonald's,5,5.74,0,0,0,0,0,0,0,6,0
CM,263678,Taylor Gardner-Hickman,Blackburn Rovers,EFL Championship,1,5.40,0,0,0,0,0,0,0,2,0
CM,270072,Morlaye Sylla,Damac,Saudi Pro League,6,6.83,2,2,0,1,0,0,0,3,1
RB,260815,Arnau Martínez,Girona FC,LALIGA EA SPORTS,6,6.10,0,0,0,0,0,0,0,6,0
LM,237310,Demetri Mitchell,Leyton Orient,Carabao Cup,3,6.07,0,1,0,0,0,0,0,5,0
RB,236244,Toby Sibbick,Burton Albion,Carabao Cup,2,6.20,0,0,0,1,0,0,0,3,0
RB,236244,Toby Sibbick,Burton Albion,Vertu Trophy,1,5.50,0,0,0,0,0,0,0,1,0
LB,267778,Leonardo Buta,Rio Ave FC,Liga Portugal,6,6.03,0,0,0,0,0,0,0,6,0
RB,72426,Javi Rueda,Real Club Celta de Vigo,LALIGA EA SPORTS,5,5.82,0,0,0,0,0,0,0,7,0
RB,72426,Javi Rueda,Real Club Celta de Vigo,UEFA Europa League,1,6.60,0,0,0,0,0,0,0,0,0
CM,236247,Herbie Kane,Plymouth Argyle,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CAM,236248,Ben Woodburn,Salford City,Carabao Cup,1,6.00,0,0,0,0,0,0,0,2,0
CAM,236248,Ben Woodburn,Salford City,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
LM,78923,Kyrell Lisbie,Peterborough United,Carabao Cup,3,6.43,0,1,0,0,0,0,0,2,0
CAM,203486,Thorgan Hazard,RSC Anderlecht,1A Pro League,9,6.98,0,1,2,0,0,0,0,6,4
CB,203487,Jamaal Lascelles,Leicester City,EFL Championship,4,5.90,0,0,0,0,0,0,0,5,0
CB,203487,Jamaal Lascelles,Leicester City,Carabao Cup,1,6.00,0,0,0,0,0,0,0,0,0
LM,251401,Tanguy Coulibaly,Samsunspor A.Ş,Trendyol Süper Lig,6,6.15,0,0,0,0,0,0,0,4,0
GK,191628,Leandro Chichizola,Modena,Coppa Italia,1,5.20,0,0,0,0,0,0,0,2,0
CB,270064,Ilario Monterisi,Frosinone,Coppa Italia,1,4.90,0,0,0,0,0,0,0,2,0
LB,245493,Muhannad Al Qaydhi,Al Okhdood,Saudi Pro League,6,6.03,0,0,0,0,0,0,0,5,0
ST,277211,Franculino,Lazio,Serie A Enilive,4,6.97,0,0,1,0,0,0,0,4,2
LB,251479,Maxim De Cuyper,Brighton & Hove Albion,Premier League,6,5.87,0,0,0,1,0,0,0,6,0
LB,251479,Maxim De Cuyper,Brighton & Hove Albion,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CDM,193198,Nemanja Gudelj,Sevilla FC,European International Cup,2,5.80,0,0,0,1,0,0,0,2,0
CB,277214,Joël Marcel Schingtienne,Venezia,Coppa Italia,1,5.70,0,0,0,0,0,0,0,1,0
RW,241389,Yusuf Sarı,RAMS Başakşehir,Trendyol Süper Lig,6,6.60,0,1,0,0,0,0,0,4,2
LB,211688,Gayà,Valencia CF,LALIGA EA SPORTS,6,5.82,0,0,0,0,0,0,0,7,1
RB,277217,Taha Şahin,Çaykur Rizespor,Trendyol Süper Lig,7,5.90,0,0,0,0,0,0,0,5,1
CB,80634,Jamal Harkass,Damac,Saudi Pro League,6,6.07,0,0,0,1,0,1,0,4,2
ST,203500,Danny Rose,Barrow,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CB,244456,Martin Erlić,FC Midtjylland,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,1,0
RM,203502,Bobby De Cordova-Reid,Leicester City,EFL Championship,5,6.34,0,0,1,0,0,0,0,4,0
RM,203502,Bobby De Cordova-Reid,Leicester City,Carabao Cup,1,6.40,0,0,0,0,0,0,0,0,0
ST,74896,Franjo Ivanović,SL Benfica,Liga Portugal,2,8.00,1,3,0,0,0,0,0,0,0
ST,74896,Franjo Ivanović,SL Benfica,UEFA Champions League,1,5.70,0,0,0,1,0,0,0,1,0
CB,251517,Joško Gvardiol,Manchester City,Carabao Cup,1,7.60,0,0,0,0,0,0,0,0,1
CB,251517,Joško Gvardiol,Manchester City,UEFA Champions League,1,6.50,0,0,0,0,0,0,0,1,0
CB,251517,Joško Gvardiol,Manchester City,Premier League,6,6.13,0,0,0,0,0,0,0,6,1
LB,203505,Joe Bryan,Millwall,EFL Championship,7,5.89,0,0,0,0,0,0,0,6,0
LB,203505,Joe Bryan,Millwall,Carabao Cup,1,5.90,0,0,0,0,0,0,0,2,0
CB,277225,Jon Martín,Real Sociedad,LALIGA EA SPORTS,6,6.28,0,0,0,1,0,0,0,4,1
ST,83065,Ejike Julius Opara,Vitória SC,Liga Portugal,5,6.44,0,1,0,0,0,0,0,3,0
ST,196978,Callum Wilson,West Ham United,Premier League,2,6.00,0,0,0,0,0,0,0,0,0
ST,196978,Callum Wilson,West Ham United,Carabao Cup,1,6.50,0,0,0,0,0,0,0,1,0
RB,276070,Terry Devlin,Portsmouth,EFL Championship,7,5.66,0,0,0,2,0,0,0,11,0
RB,276070,Terry Devlin,Portsmouth,Carabao Cup,2,6.05,0,0,0,0,0,0,0,2,0
CM,72454,Jude Arthurs,Bromley Football Club,Carabao Cup,2,5.95,0,0,0,0,0,0,0,3,1
CM,72454,Jude Arthurs,Bromley Football Club,Vertu Trophy,1,4.40,0,0,1,0,0,1,0,2,0
ST,200429,Benito Raman,KV Mechelen,1A Pro League,9,6.76,1,2,1,3,0,0,0,9,3
CM,72456,Ben Krauhaus,Bromley Football Club,Carabao Cup,2,6.05,0,0,0,0,0,0,0,2,0
CM,72456,Ben Krauhaus,Bromley Football Club,Vertu Trophy,1,6.40,0,0,1,0,0,0,0,2,0
ST,72457,Michael Cheek,Bromley Football Club,Carabao Cup,2,7.65,1,1,1,0,0,0,0,3,1
ST,72457,Michael Cheek,Bromley Football Club,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,2,0
RB,277233,Mohammed Mahzari,Al Taawoun,Saudi Pro League,6,6.42,0,1,0,1,0,0,0,5,1
ST,72459,Will Davies,Fleetwood Town,Carabao Cup,1,5.70,0,0,0,1,0,0,0,2,0
ST,72459,Will Davies,Fleetwood Town,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,0,0
GK,235931,Muhammed Şengezer,RAMS Başakşehir,Trendyol Süper Lig,6,7.12,0,0,0,0,0,0,0,5,3
CDM,244472,Jens-Lys Cajuste,Ipswich Town,EFL Championship,7,6.46,0,1,0,0,0,0,0,6,0
RB,263808,Gökhan Sazdağı,Beşiktaş JK,Trendyol Süper Lig,5,6.10,0,0,0,0,0,0,0,3,0
CDM,228092,Sander Berge,Fulham,Premier League,5,6.04,0,0,0,0,0,0,0,4,1
CDM,228092,Sander Berge,Fulham,Carabao Cup,2,6.45,0,1,0,0,0,0,0,3,0
ST,228093,Marcus Thuram,Inter Milan,Serie A Enilive,4,8.18,2,5,0,0,0,0,0,6,1
ST,228093,Marcus Thuram,Inter Milan,UEFA Champions League,1,6.70,0,0,1,0,0,0,0,3,0
RM,270039,Diego Moreira,RC Strasbourg Alsace,Ligue 1 McDonald's,6,6.58,0,1,1,1,0,0,0,8,1
CB,214682,Joe Wright,Bradford City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CB,214682,Joe Wright,Bradford City,Vertu Trophy,1,6.20,0,0,0,1,0,0,0,0,0
CB,279641,Clinton Nsiala,KVC Westerlo,1A Pro League,6,5.88,0,0,0,1,0,0,0,4,0
CDM,83651,Donga,Al Najmah,Saudi Pro League,6,5.52,0,0,0,1,0,0,0,12,0
CDM,244480,Hugo Magnetti,Stade Brestois 29,Ligue 1 McDonald's,5,5.74,0,0,0,0,0,0,0,6,0
CB,229082,Oliver Abildgaard,Sampdoria,Coppa Italia,1,6.20,0,0,0,0,0,0,0,1,0
CDM,220782,Marco Ilaimaharitra,Standard de Liège,1A Pro League,8,6.24,0,0,0,1,0,0,0,8,2
CAM,277627,Dal Varešanović,Gençlerbirliği SK,Trendyol Süper Lig,1,6.50,0,0,0,0,0,0,0,0,0
CB,252675,Joyskim Dawa,FC FCSB,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CM,216790,Conor Grant,Accrington Stanley,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
LB,244486,Mustafa Eskihellaç,Trabzonspor,Trendyol Süper Lig,7,6.41,0,0,0,2,0,0,0,5,1
CB,210648,Ahmed Hegazi,Neom,Saudi Pro League,6,6.48,0,0,0,0,0,0,0,3,2
CB,228106,Paudie O'Connor,Reading,Carabao Cup,2,6.30,0,0,0,0,0,0,0,0,0
CB,228106,Paudie O'Connor,Reading,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,2,0
CB,271540,Žan Žužek,Gençlerbirliği SK,Trendyol Süper Lig,5,6.16,0,0,0,0,0,0,0,3,0
ST,238067,Nicolò Zaniolo,Udinese,Coppa Italia,2,7.00,0,1,0,0,0,0,0,4,0
ST,238067,Nicolò Zaniolo,Udinese,Serie A Enilive,5,6.48,0,1,0,0,0,0,0,4,0
CB,187154,Niall Canavan,Barrow,Carabao Cup,1,5.20,0,0,0,0,0,0,0,1,0
LW,259816,Abdallah Sima,RC Lens,Ligue 1 McDonald's,2,6.00,0,0,0,0,0,0,0,2,0
LM,228111,Ronan Curtis,Plymouth Argyle,Carabao Cup,1,6.50,0,1,0,0,0,0,0,2,0
ST,187157,Matt Godden,Charlton Athletic,EFL Championship,2,6.10,0,0,0,0,0,0,0,2,0
ST,187157,Matt Godden,Charlton Athletic,Carabao Cup,2,6.85,0,0,0,0,0,0,0,1,0
RM,261312,Louis Patris,Royale Union Saint-Gilloise,1A Pro League,7,6.13,0,0,0,0,0,0,0,3,0
CB,255654,Pierre Kalulu,Juventus,UEFA Champions League,1,6.80,0,0,0,0,0,0,0,0,1
CB,255654,Pierre Kalulu,Juventus,Coppa Italia,2,6.55,0,0,0,0,0,0,0,1,0
CB,255654,Pierre Kalulu,Juventus,Serie A Enilive,5,6.18,0,0,0,1,0,0,0,5,0
RW,83222,Welinton Torrão,Santa Clara,Liga Portugal,2,6.80,0,1,0,0,0,0,0,1,0
CDM,274105,Manu Silva,SL Benfica,Liga Portugal,1,6.20,0,0,0,0,0,0,0,0,0
LB,236308,Riccardo Marchizza,Frosinone,Coppa Italia,1,6.20,0,0,0,0,0,0,0,1,0
LB,212678,Ludwig Augustinsson,RSC Anderlecht,1A Pro League,9,6.64,0,0,0,1,0,0,0,5,4
CB,231185,Gabriel Osho,Cardiff City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
LB,228120,Kenneth Paal,Antalyaspor,Trendyol Süper Lig,6,6.52,0,0,0,0,0,0,0,5,2
RB,211739,Erdoğan Yeşilyurt,Antalyaspor,Trendyol Süper Lig,5,6.14,0,0,0,0,0,0,0,3,0
LB,278193,Joe Johnson,Luton Town,Carabao Cup,2,7.05,0,0,0,0,0,0,0,0,1
ST,219932,Antonio Sanabria,Cremonese,Serie A Enilive,5,6.72,0,1,2,0,0,0,0,10,0
CB,236315,Alfie Jones,Middlesbrough,EFL Championship,7,6.07,0,0,0,1,0,0,0,5,1
CB,236315,Alfie Jones,Middlesbrough,Carabao Cup,1,5.20,0,0,0,0,0,0,0,2,0
RB,236316,Yan Valery,BSC Young Boys,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
CB,277272,Johnly Yfeko,Exeter City,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
LM,259926,Sam Bell,Bristol City,EFL Championship,2,6.95,0,1,0,0,0,0,0,0,0
LM,259926,Sam Bell,Bristol City,Carabao Cup,2,6.40,0,0,0,0,0,0,0,2,0
CDM,80690,Mathys De Carvalho,Queens Park Rangers,EFL Championship,1,6.00,0,0,0,0,0,0,0,0,0
RB,243526,Mert Müldür,Toulouse FC,Ligue 1 McDonald's,3,5.80,0,0,0,0,0,0,0,4,0
CM,211748,Kerem Demirbay,Kasımpaşa SK,Trendyol Süper Lig,7,5.64,0,0,0,1,0,0,0,9,0
LB,252704,Marco Sala,Avellino,Coppa Italia,2,6.15,0,0,0,0,0,0,0,3,1
ST,260896,German Onugkha,Kayserispor Futbol A.Ş,Trendyol Süper Lig,1,7.60,0,1,0,0,0,0,0,2,0
CB,80695,Seny Koumbassa,Toulouse FC,Ligue 1 McDonald's,1,6.20,0,0,0,0,0,0,0,1,0
CDM,80696,Alexis Vossah,Toulouse FC,Ligue 1 McDonald's,3,6.10,0,0,1,0,0,0,0,4,0
ST,276942,Seb Palmer-Houlden,Gillingham,Carabao Cup,2,6.00,0,0,0,0,0,0,0,0,0
ST,276942,Seb Palmer-Houlden,Gillingham,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,1,0
CB,245426,Marash Kumbulla,RCD Mallorca,LALIGA EA SPORTS,3,6.17,0,0,0,0,0,0,0,1,0
CDM,277283,Jack Hinshelwood,Brighton & Hove Albion,Premier League,3,5.90,0,0,0,0,0,0,0,3,0
LB,252711,Ali Abdi,OGC Nice,Ligue 1 McDonald's,6,6.10,0,0,0,0,0,0,0,5,0
LB,252711,Ali Abdi,OGC Nice,UEFA Europa League,1,6.40,0,0,0,1,0,0,0,0,0
LB,76992,Pedro Bondo,FC Famalicão,Liga Portugal,5,6.18,0,0,0,0,0,0,0,3,0
GK,224947,Daniel Grimshaw,Norwich City,Carabao Cup,3,7.03,0,0,0,0,0,0,0,3,1
LB,244523,Javi Hernández,Çaykur Rizespor,Trendyol Süper Lig,3,6.10,0,0,0,0,0,0,0,1,0
CB,210719,Marc-Oliver Kempf,Como 1907,Coppa Italia,2,6.00,0,0,0,0,0,0,0,2,0
CB,210719,Marc-Oliver Kempf,Como 1907,Serie A Enilive,5,5.76,0,0,0,1,0,0,0,5,0
CM,219952,Liam Henderson,Sampdoria,Coppa Italia,1,5.80,0,0,0,0,0,0,0,1,0
LB,260908,Milos Kerkez,Liverpool,Carabao Cup,1,6.10,0,0,0,0,0,0,0,0,0
LB,260908,Milos Kerkez,Liverpool,FA Community Shield,1,6.00,0,0,0,0,0,0,0,0,0
LB,260908,Milos Kerkez,Liverpool,Premier League,5,6.08,0,0,0,0,0,0,0,6,0
LB,260908,Milos Kerkez,Liverpool,UEFA Champions League,1,6.00,0,0,0,0,0,0,0,1,0
CDM,236689,Khaled Al Samiri,Damac,Saudi Pro League,6,6.85,0,0,1,0,0,0,0,2,2
CB,235454,Malang Sarr,RC Lens,Ligue 1 McDonald's,5,5.82,0,0,0,0,0,0,0,4,0
CB,203574,John Stones,Manchester City,Premier League,5,6.16,0,0,0,0,0,0,0,4,0
ST,188545,Robert Lewandowski,FC Barcelona,LALIGA EA SPORTS,7,7.06,1,2,1,0,0,0,0,6,3
ST,188545,Robert Lewandowski,FC Barcelona,UEFA Champions League,1,6.30,0,0,0,0,0,0,0,0,0
RM,277295,Oscar Bobb,Fulham,Premier League,3,6.63,0,1,0,0,0,0,0,0,0
CB,245410,Montassar Talbi,FC Lorient,Ligue 1 McDonald's,6,5.70,0,0,0,0,0,0,0,9,0
CDM,278168,Eyüp Aydın,Kasımpaşa SK,Trendyol Süper Lig,7,6.14,0,0,0,3,0,0,0,7,1
LW,272303,Marwan Al Sahafi,Royal Antwerp FC,1A Pro League,9,6.62,1,1,3,0,0,0,0,12,1
CM,228153,Joe Powell,Rotherham United,Carabao Cup,1,6.10,0,0,0,1,0,0,0,1,0
CM,228153,Joe Powell,Rotherham United,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
RB,203581,Iván Balliu,Rayo Vallecano,European International Cup,1,5.70,0,0,0,0,0,0,0,1,0
RB,203581,Iván Balliu,Rayo Vallecano,LALIGA EA SPORTS,6,5.90,0,0,0,0,0,0,0,8,0
CM,265514,Jordan James,Leicester City,EFL Championship,6,6.00,0,0,0,0,0,0,0,5,0
CM,265514,Jordan James,Leicester City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
LB,247741,Anthony Glennon,Newport County,Carabao Cup,1,5.70,0,0,0,1,0,0,0,1,0
LB,247741,Anthony Glennon,Newport County,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,1,0
RM,276412,Hevertton,Gil Vicente FC,Liga Portugal,7,5.93,0,0,0,0,0,0,0,10,0
LW,259377,Yeremy Pino,Crystal Palace,Carabao Cup,2,9.00,1,3,0,0,0,0,0,2,0
LW,259377,Yeremy Pino,Crystal Palace,FA Community Shield,1,5.80,0,0,0,0,0,0,0,3,0
LW,259377,Yeremy Pino,Crystal Palace,Premier League,6,7.08,1,1,1,1,0,0,0,5,2
CB,277305,Sondre Langås,Derby County,EFL Championship,7,5.83,0,0,0,0,0,0,0,7,0
CB,277305,Sondre Langås,Derby County,Carabao Cup,1,6.40,0,0,0,0,0,0,0,0,0
ST,251851,Bradley Fink,Wycombe Wanderers,Carabao Cup,1,5.50,0,0,0,0,0,0,0,1,0
CAM,278159,Ramzi Safuri,Antalyaspor,Trendyol Süper Lig,4,6.53,0,1,0,0,0,0,0,3,0
LM,260926,Kevin Schade,Brentford,Premier League,5,6.26,0,1,0,1,0,0,0,7,1
LM,260926,Kevin Schade,Brentford,Carabao Cup,1,6.60,0,0,0,0,0,0,0,0,0
RW,278157,Ángel Torres,İKAS Eyüpspor,Trendyol Süper Lig,2,5.85,0,0,0,0,0,0,0,2,0
CB,236355,Luiz Felipe,Rayo Vallecano,European International Cup,1,6.10,0,0,0,0,0,0,0,1,0
CB,236355,Luiz Felipe,Rayo Vallecano,LALIGA EA SPORTS,6,5.90,0,0,0,0,0,0,0,8,0
CDM,261776,Enric Llansana,RSC Anderlecht,1A Pro League,9,6.67,0,0,0,0,0,0,0,1,4
